From,To (Interval: 15M),PM10 (µg/m3),NO (µg/m3),NO2 (µg/m3),NOX (ppb),CO (mg/m3),SO2 (µg/m3),NH3 (µg/m3),Ozone (µg/m3),Benzene (µg/m3),PM2.5 (µg/m3)
23-02-2023 00:15,23-02-2023 00:30,483,14.6,53.2,40.2,1.29,22.6,12.6,4.9,0.2,84
23-02-2023 00:30,23-02-2023 00:45,483,12.2,50.4,36.8,1.28,22.5,12.7,5.5,0.2,84
23-02-2023 00:45,23-02-2023 01:00,483,10.9,47.4,34.2,1.49,25.7,12.7,2,0.2,84
23-02-2023 01:00,23-02-2023 01:15,483,13.3,47.9,36.3,1.64,26.9,12.7,1.9,0.2,84
23-02-2023 01:15,23-02-2023 01:30,483,17.9,48.2,40.1,1.57,26.4,12.9,1.8,0.2,84
23-02-2023 01:30,23-02-2023 01:45,483,21.2,47.4,42.5,1.45,24.7,12.3,1.2,0.2,84
23-02-2023 01:45,23-02-2023 02:00,483,21.3,46.5,42.1,1.68,24.8,12.1,1.7,0.2,96
23-02-2023 02:00,23-02-2023 02:15,483,22.7,46.2,43,1.9,26.2,11.9,2,0.2,96
23-02-2023 02:15,23-02-2023 02:30,263,24.5,48,45.5,1.71,27.2,11.4,1.9,0.2,96
23-02-2023 02:30,23-02-2023 02:45,263,24.2,48.1,45.2,1.56,25.3,11.6,2.1,0.2,96
23-02-2023 02:45,23-02-2023 03:00,263,21.6,46.2,42.1,1.55,25.2,12.2,1.9,0.2,107
23-02-2023 03:00,23-02-2023 03:15,263,19.4,44.3,39.3,1.49,25.4,12.4,2.5,0.2,107
23-02-2023 03:15,23-02-2023 03:30,263,15.9,43.5,36.1,1.48,24.3,12.1,1.5,0.1,107
23-02-2023 03:30,23-02-2023 03:45,263,16.1,42.1,35.5,1.53,24.8,11.8,1.3,NA,107
23-02-2023 03:45,23-02-2023 04:00,263,17.7,41,36.2,1.57,25.3,11.8,2,NA,86
23-02-2023 04:00,23-02-2023 04:15,263,20,39.9,37.5,1.73,24.6,12.1,1.7,NA,86
23-02-2023 04:15,23-02-2023 04:30,163,24.2,40.7,41.4,2.03,25.1,12.1,1.7,NA,86
23-02-2023 04:30,23-02-2023 04:45,163,31.5,41.5,47.6,2.23,24.6,12.2,1.1,NA,86
23-02-2023 04:45,23-02-2023 05:00,163,45.6,35.6,56.1,2.2,25.3,12.9,1.1,NA,119
23-02-2023 05:00,23-02-2023 05:15,163,63.6,39.4,72.7,2.13,27.3,14.2,1.2,NA,119
23-02-2023 05:15,23-02-2023 05:30,221,77.3,47.2,88,2.12,26.8,12.2,1.2,NA,119
23-02-2023 05:30,23-02-2023 05:45,221,82.9,45.6,91.6,2.1,25.5,12.7,0.9,NA,119
23-02-2023 05:45,23-02-2023 06:00,221,84.4,46.4,93.3,2.11,26.6,12.6,1.3,NA,142
23-02-2023 06:00,23-02-2023 06:15,221,84.5,46.1,93.2,2.29,28,12.9,1.8,NA,142
23-02-2023 06:15,23-02-2023 06:30,221,88.2,46.8,96.6,2.21,31.1,13.2,1.6,NA,142
23-02-2023 06:30,23-02-2023 06:45,411,92.1,49.1,101,2.2,32.8,13.5,1.2,NA,142
23-02-2023 06:45,23-02-2023 07:00,411,94.7,49.5,103.3,2.91,34.2,14.1,1.6,NA,232
23-02-2023 07:00,23-02-2023 07:15,411,100.3,51.2,108.8,3.32,36.6,15.2,1.6,NA,232
23-02-2023 07:15,23-02-2023 07:30,411,111,53.4,118.7,3.06,42.5,18.7,1.8,NA,232
23-02-2023 07:30,23-02-2023 07:45,471,121.5,55.3,128.2,2.6,46.6,22.5,1.9,NA,232
23-02-2023 07:45,23-02-2023 08:00,471,121.9,57.4,129.6,2.04,40.6,20.2,1.7,NA,448
23-02-2023 08:00,23-02-2023 08:15,471,86.4,62.6,103.5,1.39,36.4,19.7,7.5,NA,448
23-02-2023 08:15,23-02-2023 08:30,471,52.3,56.8,72.7,1.44,35.4,16,11.5,NA,448
23-02-2023 08:30,23-02-2023 08:45,471,30.3,67.5,60.5,1.58,32.2,16.4,16.9,NA,448
23-02-2023 08:45,23-02-2023 09:00,471,19.1,61.6,48.2,1.67,31.4,12.7,NA,NA,101
23-02-2023 09:00,23-02-2023 09:15,471,7.8,52,34,1.39,30.6,16.7,NA,NA,101
23-02-2023 09:15,23-02-2023 09:30,471,4.4,44.3,27.2,1.28,29.6,16.3,45.7,NA,101
23-02-2023 09:30,23-02-2023 09:45,471,4.2,39.8,24.5,1.23,32.5,13.6,47.2,NA,101
23-02-2023 09:45,23-02-2023 10:00,471,5.2,38.9,24.9,NA,36.5,13.4,33.3,NA,57
23-02-2023 10:00,23-02-2023 10:15,823,6.2,43.1,27.9,NA,40.4,13.1,38.6,NA,57
23-02-2023 10:15,23-02-2023 10:30,823,5.6,46.9,29.5,2.13,43.8,12.8,42.8,NA,57
23-02-2023 10:30,23-02-2023 10:45,823,5.5,51,31.6,1.66,48.5,12.3,32.7,NA,57
23-02-2023 10:45,23-02-2023 11:00,823,6.3,54,33.8,1.64,NA,12.1,44.9,NA,56
23-02-2023 11:00,23-02-2023 11:15,823,5.2,53.4,32.6,1.4,NA,12.5,45.5,NA,56
23-02-2023 11:15,23-02-2023 11:30,823,6,55,34.2,1.31,NA,12,30.8,NA,56
23-02-2023 11:30,23-02-2023 11:45,823,7,59,37.1,1.29,118.8,11.2,41.5,NA,56
23-02-2023 11:45,23-02-2023 12:00,823,NA,NA,NA,1.28,103.1,NA,50.1,NA,44
23-02-2023 12:00,23-02-2023 12:15,823,NA,NA,NA,1.28,73.5,NA,64.1,NA,44
23-02-2023 12:15,23-02-2023 12:30,823,NA,NA,NA,1.27,71.1,14.6,69.5,NA,44
23-02-2023 12:30,23-02-2023 12:45,823,2.4,38.5,22.5,1.26,69.8,11.1,73.5,NA,44
23-02-2023 12:45,23-02-2023 13:00,823,3.1,36.9,22.1,1.25,57.7,10.7,81.9,NA,32
23-02-2023 13:00,23-02-2023 13:15,823,3.7,34.2,21.2,1.26,48.1,10.5,85.8,NA,32
23-02-2023 13:15,23-02-2023 13:30,823,3.2,31,19.1,1.27,45.5,10.6,85.5,NA,32
23-02-2023 13:30,23-02-2023 13:45,385,3.2,29.1,18.1,1.26,41.2,10.6,83.1,NA,32
23-02-2023 13:45,23-02-2023 14:00,385,3.4,27.2,17.2,1.24,36.5,10.9,81.4,NA,28
23-02-2023 14:00,23-02-2023 14:15,385,3.1,27.3,17,1.23,36.1,10.7,81,NA,28
23-02-2023 14:15,23-02-2023 14:30,385,3.5,27.1,17.3,1.21,32.3,10.7,78.9,NA,28
23-02-2023 14:30,23-02-2023 14:45,385,3.5,26.8,17.1,1.21,27.8,10.8,77.8,NA,28
23-02-2023 14:45,23-02-2023 15:00,385,3.3,26.8,17,1.23,27.1,11,78.4,NA,31
23-02-2023 15:00,23-02-2023 15:15,385,2.9,27.1,16.7,1.1,28.6,11.3,79.8,NA,31
23-02-2023 15:15,23-02-2023 15:30,385,3,27.6,17.1,0.92,30.2,11.7,85.2,NA,31
23-02-2023 15:30,23-02-2023 15:45,385,3.3,28.3,17.8,0.93,32.1,11.6,85,NA,31
23-02-2023 15:45,23-02-2023 16:00,385,2.6,28.2,17.1,0.93,31.9,11.5,83.7,NA,29
23-02-2023 16:00,23-02-2023 16:15,385,2.9,28.8,17.7,0.92,32.7,11.3,81,NA,29
23-02-2023 16:15,23-02-2023 16:30,385,3.2,28.9,18,0.92,32.9,11.1,78.5,NA,29
23-02-2023 16:30,23-02-2023 16:45,385,3.8,29,18.5,0.94,31.4,11.4,75,NA,29
23-02-2023 16:45,23-02-2023 17:00,385,3.1,29,17.9,0.95,28.7,11.5,74.4,NA,30
23-02-2023 17:00,23-02-2023 17:15,385,3.8,28.3,18.1,1,29.4,10.6,68.4,NA,30
23-02-2023 17:15,23-02-2023 17:30,385,4.2,28.9,18.8,0.8,26.5,10.1,63.7,NA,30
23-02-2023 17:30,23-02-2023 17:45,385,4,30.2,19.3,0.64,27.4,10.1,63.6,NA,30
23-02-2023 17:45,23-02-2023 18:00,385,3.9,30.9,19.6,0.65,25.3,9.9,64.3,NA,51
23-02-2023 18:00,23-02-2023 18:15,385,3.5,31.4,19.5,0.62,25.5,10,64.8,NA,51
23-02-2023 18:15,23-02-2023 18:30,385,3.6,31.8,19.8,0.47,26.4,10.4,66.1,NA,51
23-02-2023 18:30,23-02-2023 18:45,385,3.3,32.3,19.8,0.44,26.8,11.1,62.8,NA,51
23-02-2023 18:45,23-02-2023 19:00,385,3.3,33.7,20.6,0.47,25.5,11.4,59.6,NA,48
23-02-2023 19:00,23-02-2023 19:15,385,3.3,35.3,21.4,0.44,24.3,11,63.6,NA,48
23-02-2023 19:15,23-02-2023 19:30,532,3.8,34.9,21.7,0.42,23.4,11,70,NA,48
23-02-2023 19:30,23-02-2023 19:45,532,3.7,34.9,21.6,0.37,22.8,10.8,66.3,NA,48
23-02-2023 19:45,23-02-2023 20:00,532,3.4,34.6,21.2,0.34,23.6,10.6,69.1,NA,47
23-02-2023 20:00,23-02-2023 20:15,532,3.4,33.7,20.7,0.34,24.2,10.9,71.1,NA,47
23-02-2023 20:15,23-02-2023 20:30,532,3.1,32.5,19.8,0.35,23.9,11.1,72.6,NA,47
23-02-2023 20:30,23-02-2023 20:45,532,3.2,32.1,19.6,0.4,25.4,11,71.9,NA,47
23-02-2023 20:45,23-02-2023 21:00,532,3.4,32.8,20.2,0.46,25.1,11.3,62.9,NA,43
23-02-2023 21:00,23-02-2023 21:15,532,3.4,33.5,20.6,0.47,26.1,11.3,42.1,NA,43
23-02-2023 21:15,23-02-2023 21:30,532,3.6,37.2,22.8,0.52,26.1,11.5,28.4,NA,43
23-02-2023 21:30,23-02-2023 21:45,532,3.8,44.2,26.6,0.6,26.9,11.5,23.9,NA,43
23-02-2023 21:45,23-02-2023 22:00,532,4.5,48.9,29.7,0.52,26.7,11.8,24.8,NA,58
23-02-2023 22:00,23-02-2023 22:15,532,4.6,50.8,30.7,0.61,27.9,12.2,24.1,NA,58
23-02-2023 22:15,23-02-2023 22:30,532,4.7,50.5,30.7,0.65,27.6,12.4,17.6,NA,58
23-02-2023 22:30,23-02-2023 22:45,532,4.6,50.3,30.5,0.72,26.9,12.6,18.7,NA,58
23-02-2023 22:45,23-02-2023 23:00,532,4.2,49.9,29.9,0.7,26.9,12.6,22.4,NA,65
23-02-2023 23:00,23-02-2023 23:15,532,4.8,49,29.9,0.81,27.2,13.2,16.6,NA,65
23-02-2023 23:15,23-02-2023 23:30,532,5.6,50.6,31.5,0.87,26.8,13.2,8.3,NA,65
23-02-2023 23:30,23-02-2023 23:45,532,6.6,54.6,34.5,1.16,27.3,13.2,2.5,NA,65
23-02-2023 23:45,24-02-2023 00:00,532,8.6,58.5,38,NA,NA,13.1,2.1,NA,90
24-02-2023 00:00,24-02-2023 00:15,532,11.2,59.8,40.9,1.04,27.1,13.1,2,NA,90
24-02-2023 00:15,24-02-2023 00:30,532,13.3,59.6,42.5,0.94,27.6,13.4,1.7,NA,90
24-02-2023 00:30,24-02-2023 00:45,532,15.2,59.6,44.1,1.1,29,13.2,1.9,NA,90
24-02-2023 00:45,24-02-2023 01:00,532,19.8,59.6,47.8,1,29.2,12.6,1.6,NA,106
24-02-2023 01:00,24-02-2023 01:15,532,24,59.1,51,0.93,29.6,11.7,1.2,NA,106
24-02-2023 01:15,24-02-2023 01:30,532,28.1,58.8,54.1,0.89,27.2,11.4,2.2,NA,106
24-02-2023 01:30,24-02-2023 01:45,532,31.4,58.1,56.4,0.87,28,11.3,2.1,NA,106
24-02-2023 01:45,24-02-2023 02:00,532,34,57.8,58.4,0.87,30.9,11,1.8,NA,117
24-02-2023 02:00,24-02-2023 02:15,532,35.3,57.5,59.3,0.9,31.6,10.8,1.7,NA,117
24-02-2023 02:15,24-02-2023 02:30,NA,35.1,57.6,59.2,0.87,30.3,10.5,1.7,NA,117
24-02-2023 02:30,24-02-2023 02:45,NA,32.2,55.3,55.6,0.94,29.6,10.9,1.8,NA,117
24-02-2023 02:45,24-02-2023 03:00,NA,28.5,52.1,50.9,0.96,29.3,11.5,2.1,NA,101
24-02-2023 03:00,24-02-2023 03:15,NA,25.9,50,47.7,0.96,27.8,11.6,2,NA,101
24-02-2023 03:15,24-02-2023 03:30,NA,25.4,48.3,46.3,0.98,26.4,12.1,2.2,NA,101
24-02-2023 03:30,24-02-2023 03:45,233,24.4,46.8,44.7,0.95,26,12.1,2,NA,101
24-02-2023 03:45,24-02-2023 04:00,233,22.7,44.4,42.1,0.92,25.8,12.5,1.5,NA,90
24-02-2023 04:00,24-02-2023 04:15,233,20.4,42.1,39,0.87,26.2,12.4,2.1,NA,90
24-02-2023 04:15,24-02-2023 04:30,233,17.9,40.8,36.3,0.84,26,12.1,2.6,NA,90
24-02-2023 04:30,24-02-2023 04:45,233,15.6,39.7,33.8,0.89,26,12,3,NA,90
24-02-2023 04:45,24-02-2023 05:00,233,17.3,40.2,35.5,1,27.2,12.4,1.6,NA,91
24-02-2023 05:00,24-02-2023 05:15,233,25.4,36.4,40,0.95,27.3,12.9,1.4,NA,91
24-02-2023 05:15,24-02-2023 05:30,233,28.5,37.8,43.3,0.94,24.8,13.2,1.6,NA,91
24-02-2023 05:30,24-02-2023 05:45,233,28,40.6,44.4,1.08,24.3,13.3,2,NA,91
24-02-2023 05:45,24-02-2023 06:00,233,33.4,42.4,49.7,1.49,27.6,13.6,2.2,NA,121
24-02-2023 06:00,24-02-2023 06:15,233,60.6,39.2,70.1,1.4,29.7,11.2,2.5,NA,121
24-02-2023 06:15,24-02-2023 06:30,233,78.8,50.4,90.9,1.33,28.4,15.1,1.4,NA,121
24-02-2023 06:30,24-02-2023 06:45,233,96.8,45.2,102.8,1.28,28.7,14.9,2,NA,121
24-02-2023 06:45,24-02-2023 07:00,233,100.6,50.3,108.6,1.25,31.3,13.8,1.6,NA,199
24-02-2023 07:00,24-02-2023 07:15,233,102.1,53.6,111.5,1.56,32.9,13.6,1.4,NA,199
24-02-2023 07:15,24-02-2023 07:30,233,105.9,55,115.3,1.72,35.7,14.1,2,NA,199
24-02-2023 07:30,24-02-2023 07:45,233,104.5,58.1,115.9,1.23,36.4,13.8,2.9,NA,199
24-02-2023 07:45,24-02-2023 08:00,233,78.8,63.2,97.7,0.8,36.2,11.4,10.9,NA,208
24-02-2023 08:00,24-02-2023 08:15,233,38.7,62.6,64.8,0.81,36.7,12.6,22.6,NA,208
24-02-2023 08:15,24-02-2023 08:30,233,20.4,67.3,52.4,1.05,36.6,13.2,21,NA,208
24-02-2023 08:30,24-02-2023 08:45,233,12.9,58.2,41.5,1.04,37.5,15.1,30.6,NA,208
24-02-2023 08:45,24-02-2023 09:00,NA,8.4,55.3,36.3,1.02,37,13.5,NA,NA,118
24-02-2023 09:00,24-02-2023 09:15,NA,5.4,48.5,30.3,0.93,38.3,13.5,NA,NA,118
24-02-2023 09:15,24-02-2023 09:30,NA,4.5,43,26.5,0.87,42.8,13.7,49.4,NA,118
24-02-2023 09:30,24-02-2023 09:45,NA,4.8,40.3,25.4,0.87,42.3,13.2,54.7,NA,118
24-02-2023 09:45,24-02-2023 10:00,NA,4.6,37.4,23.7,NA,44.2,13.9,61.5,NA,94
24-02-2023 10:00,24-02-2023 10:15,177,3.9,35.6,22.1,NA,43.7,14.7,65.9,NA,94
24-02-2023 10:15,24-02-2023 10:30,177,4.1,35.5,22.2,1.52,42.2,14.4,65.1,NA,94
24-02-2023 10:30,24-02-2023 10:45,177,3.1,37.9,22.7,0.78,42.9,13.1,66.7,NA,94
24-02-2023 10:45,24-02-2023 11:00,177,3.4,39.5,23.7,0.78,NA,12.9,72.5,NA,70
24-02-2023 11:00,24-02-2023 11:15,177,4.3,38.4,23.9,0.6,NA,13.3,75.1,NA,70
24-02-2023 11:15,24-02-2023 11:30,177,3.8,37.7,23.2,0.33,NA,13.6,77,NA,70
24-02-2023 11:30,24-02-2023 11:45,177,3.5,38.8,23.5,0.37,43.4,13,79.2,NA,70
24-02-2023 11:45,24-02-2023 12:00,177,NA,NA,NA,0.33,41.8,NA,79.1,NA,64
24-02-2023 12:00,24-02-2023 12:15,177,NA,NA,NA,0.27,45.7,NA,78.8,NA,64
24-02-2023 12:15,24-02-2023 12:30,177,NA,NA,NA,0.24,49.7,14.2,82.1,NA,64
24-02-2023 12:30,24-02-2023 12:45,177,3.6,33.3,20.7,0.18,51.5,10.8,86.4,NA,64
24-02-2023 12:45,24-02-2023 13:00,177,3.3,32.9,20.1,0.13,53.5,11.4,85.8,NA,50
24-02-2023 13:00,24-02-2023 13:15,177,3.2,32.2,19.8,0.14,61.2,11.3,83.1,NA,50
24-02-2023 13:15,24-02-2023 13:30,177,2.9,31.7,19.2,NA,50.3,11.2,76.8,NA,50
24-02-2023 13:30,24-02-2023 13:45,177,3.2,30.2,18.6,NA,34.1,10.9,74,NA,50
24-02-2023 13:45,24-02-2023 14:00,177,3,28.8,17.8,NA,30.7,10.7,73.6,NA,33
24-02-2023 14:00,24-02-2023 14:15,177,3.3,28.4,17.8,NA,31.6,10.5,74,NA,33
24-02-2023 14:15,24-02-2023 14:30,177,2.8,28,17.2,NA,30.2,10.8,74,NA,33
24-02-2023 14:30,24-02-2023 14:45,177,2.8,27.9,17.1,NA,30.5,10.9,75.6,NA,33
24-02-2023 14:45,24-02-2023 15:00,177,3.5,27.9,17.7,NA,29.2,11,74.1,NA,31
24-02-2023 15:00,24-02-2023 15:15,177,3.8,27.9,17.9,NA,31.8,10.9,75.5,NA,31
24-02-2023 15:15,24-02-2023 15:30,177,3.7,28.9,18.4,NA,30.7,10.9,76.9,NA,31
24-02-2023 15:30,24-02-2023 15:45,177,3.2,28.8,17.9,NA,30,11,78.2,NA,31
24-02-2023 15:45,24-02-2023 16:00,177,3.6,29.7,18.7,NA,27.8,10.9,79.1,NA,42
24-02-2023 16:00,24-02-2023 16:15,177,2.7,29.7,18,NA,24.1,10.7,77,NA,42
24-02-2023 16:15,24-02-2023 16:30,177,3.1,29.5,18.2,NA,21.6,11.1,75.9,NA,42
24-02-2023 16:30,24-02-2023 16:45,177,3.7,30.3,19.1,NA,20.8,11.2,79.3,NA,42
24-02-2023 16:45,24-02-2023 17:00,177,3.5,30.2,19,NA,19.9,12,75.4,NA,41
24-02-2023 17:00,24-02-2023 17:15,177,3.3,29.4,18.3,0.24,22.1,11.2,76.6,NA,41
24-02-2023 17:15,24-02-2023 17:30,177,3.8,27.4,17.6,0.35,25.1,10.2,75.5,NA,41
24-02-2023 17:30,24-02-2023 17:45,177,4,27.1,17.7,0.31,25.3,9.7,69.8,NA,41
24-02-2023 17:45,24-02-2023 18:00,177,4,28.1,18.2,0.29,26,9.4,64,NA,35
24-02-2023 18:00,24-02-2023 18:15,NA,3.3,30.6,18.9,0.3,25.6,8.8,54.1,NA,35
24-02-2023 18:15,24-02-2023 18:30,NA,3.3,34.2,20.9,0.3,25.6,8.9,44.8,NA,35
24-02-2023 18:30,24-02-2023 18:45,NA,3.4,38,23,0.33,25.6,9.5,44.3,NA,35
24-02-2023 18:45,24-02-2023 19:00,NA,3.3,41.1,24.5,0.35,26.3,9.6,40.4,NA,56
24-02-2023 19:00,24-02-2023 19:15,NA,2.5,44.6,25.8,0.37,27.9,9.4,38,NA,56
24-02-2023 19:15,24-02-2023 19:30,NA,2.8,46.5,27,0.39,28.2,9.6,35.9,NA,56
24-02-2023 19:30,24-02-2023 19:45,NA,3.1,48.8,28.5,0.3,28.6,10,44.2,NA,56
24-02-2023 19:45,24-02-2023 20:00,NA,3.4,47.9,28.2,0.25,27.1,10.1,49.7,NA,55
24-02-2023 20:00,24-02-2023 20:15,NA,3.2,46.2,27.2,0.26,26.7,10.2,49.8,NA,55
24-02-2023 20:15,24-02-2023 20:30,NA,3.2,44.9,26.5,0.27,26.9,10.2,53.8,NA,55
24-02-2023 20:30,24-02-2023 20:45,NA,3.7,43,25.8,0.29,25.3,10.2,56.6,NA,55
24-02-2023 20:45,24-02-2023 21:00,NA,3,41.7,24.6,0.35,25.4,10.6,47.2,NA,35
24-02-2023 21:00,24-02-2023 21:15,NA,3.5,45.1,26.9,0.64,27.2,10.6,8.3,NA,35
24-02-2023 21:15,24-02-2023 21:30,NA,5.9,53.7,33.4,0.72,27.2,10.4,1.4,NA,35
24-02-2023 21:30,24-02-2023 21:45,NA,12.6,65.1,45,0.74,27.6,8.2,3.6,NA,35
24-02-2023 21:45,24-02-2023 22:00,NA,13.4,65.9,45.9,0.78,27.7,10.1,8,NA,79
24-02-2023 22:00,24-02-2023 22:15,NA,12,62.9,43.2,0.76,27.7,11.8,7.4,NA,79
24-02-2023 22:15,24-02-2023 22:30,NA,10.6,61.8,41.5,0.82,28.3,12.3,3.2,NA,79
24-02-2023 22:30,24-02-2023 22:45,NA,10.6,61.4,41.2,0.9,28.4,12.1,4.8,NA,79
24-02-2023 22:45,24-02-2023 23:00,NA,9.4,60.7,39.9,0.87,27.3,11.9,9.6,NA,78
24-02-2023 23:00,24-02-2023 23:15,NA,8.2,58,37.6,0.94,26.5,12.3,9.1,NA,78
24-02-2023 23:15,24-02-2023 23:30,NA,7.2,56.2,35.8,1.11,25.8,12.5,2.5,NA,78
24-02-2023 23:30,24-02-2023 23:45,NA,8.7,55.3,36.5,0.85,26.1,13.2,6.1,NA,78
24-02-2023 23:45,25-02-2023 00:00,NA,8.5,52.8,35,NA,NA,13.3,8.5,NA,96
25-02-2023 00:00,25-02-2023 00:15,NA,8,50.8,33.5,1.15,25.4,13.1,11.3,NA,96
25-02-2023 00:15,25-02-2023 00:30,NA,7.3,49.1,32,1.5,26.7,13.2,4.7,NA,96
25-02-2023 00:30,25-02-2023 00:45,NA,9,49.9,33.9,1.41,27,13.4,2,NA,96
25-02-2023 00:45,25-02-2023 01:00,NA,13.1,51.3,37.9,1.42,26.7,13.4,1.3,NA,98
25-02-2023 01:00,25-02-2023 01:15,NA,28.5,44.6,46.7,1.48,27.5,12.5,1.9,NA,98
25-02-2023 01:15,25-02-2023 01:30,NA,35.3,52.5,56.5,1.47,28.7,10.8,2.1,NA,98
25-02-2023 01:30,25-02-2023 01:45,NA,37,56,59.9,1.43,29.2,11.3,1.5,NA,98
25-02-2023 01:45,25-02-2023 02:00,NA,37.6,55.5,60.1,1.64,29.3,11.6,1.1,NA,104
25-02-2023 02:00,25-02-2023 02:15,NA,38.8,55.3,60.9,1.63,28.4,11.6,1.4,NA,104
25-02-2023 02:15,25-02-2023 02:30,NA,37.3,55.2,59.7,1.64,27.5,11.3,1.9,NA,104
25-02-2023 02:30,25-02-2023 02:45,NA,36.1,54.7,58.4,1.58,28.6,11.2,1.3,NA,104
25-02-2023 02:45,25-02-2023 03:00,NA,33.2,53.1,55.3,1.51,28.4,11.1,1.5,NA,98
25-02-2023 03:00,25-02-2023 03:15,NA,28,52,50.4,1.5,28.1,11.5,1.7,NA,98
25-02-2023 03:15,25-02-2023 03:30,NA,25,51.2,47.5,1.5,28.7,11.6,2,NA,98
25-02-2023 03:30,25-02-2023 03:45,NA,24,49.1,45.6,1.39,27.7,11.3,1.5,NA,98
25-02-2023 03:45,25-02-2023 04:00,NA,22.3,47.5,43.4,1.48,26.5,11.2,1.4,NA,89
25-02-2023 04:00,25-02-2023 04:15,NA,22.4,45.8,42.6,1.49,27.6,11.6,2,NA,89
25-02-2023 04:15,25-02-2023 04:30,NA,24.1,46.2,44.2,1.55,29.4,11.8,1.7,NA,89
25-02-2023 04:30,25-02-2023 04:45,NA,27,47.1,47,1.45,29.8,11.9,1.6,NA,89
25-02-2023 04:45,25-02-2023 05:00,NA,28.1,47.6,48.2,1.44,28.8,12.1,1.8,NA,107
25-02-2023 05:00,25-02-2023 05:15,NA,30,47.6,49.7,1.55,28.4,12.4,1.2,NA,107
25-02-2023 05:15,25-02-2023 05:30,NA,41,43.8,56.6,1.66,30.1,12,1.8,NA,107
25-02-2023 05:30,25-02-2023 05:45,NA,54.4,41.3,66.2,1.65,32.2,11.5,1.9,NA,107
25-02-2023 05:45,25-02-2023 06:00,NA,57,47.4,71.5,1.59,32,11.7,2.5,NA,120
25-02-2023 06:00,25-02-2023 06:15,NA,59.7,47.8,74,1.66,33.1,12.2,1.7,NA,120
25-02-2023 06:15,25-02-2023 06:30,NA,62.6,48,76.5,1.71,35.1,12.2,2.3,NA,120
25-02-2023 06:30,25-02-2023 06:45,NA,68.1,46.8,80.3,2.04,35.8,12.5,1.5,NA,120
25-02-2023 06:45,25-02-2023 07:00,NA,75.4,45.9,85.7,2.32,39.5,13.8,1.4,NA,259
25-02-2023 07:00,25-02-2023 07:15,NA,85.1,46.5,94,1.98,39.9,14.6,1.5,NA,259
25-02-2023 07:15,25-02-2023 07:30,NA,90.7,47.1,98.7,2.32,44.6,14.7,0.9,NA,259
25-02-2023 07:30,25-02-2023 07:45,NA,98.3,53.6,108.5,3.1,62.4,14.3,0.9,NA,259
25-02-2023 07:45,25-02-2023 08:00,NA,117.4,78.4,137.2,3.15,71.5,13.8,1.6,NA,285
25-02-2023 08:00,25-02-2023 08:15,NA,128.1,77.8,145.5,2.68,63.5,15.6,1.6,NA,285
25-02-2023 08:15,25-02-2023 08:30,NA,121.3,78.9,140.7,2.52,64,15.5,1.4,NA,285
25-02-2023 08:30,25-02-2023 08:45,NA,109.9,82.3,133.2,2.39,65,15.5,2,NA,285
25-02-2023 08:45,25-02-2023 09:00,NA,97.7,83.5,123.9,2.03,63.7,16.2,NA,NA,218
25-02-2023 09:00,25-02-2023 09:15,NA,69.3,90.2,104.2,1.81,62.1,19.3,NA,NA,218
25-02-2023 09:15,25-02-2023 09:30,NA,52.5,75.4,82.8,1.59,55.9,16.1,14.4,NA,218
25-02-2023 09:30,25-02-2023 09:45,NA,32.5,84.4,71.2,1.43,49.2,12.1,21.2,NA,218
25-02-2023 09:45,25-02-2023 10:00,NA,21.4,76.9,58.6,NA,54.1,15.3,24.4,NA,123
25-02-2023 10:00,25-02-2023 10:15,NA,11.3,67.8,45.2,NA,56.5,17.6,27.5,NA,123
25-02-2023 10:15,25-02-2023 10:30,NA,9.7,65.5,42.8,1.64,70.8,15.8,24.7,NA,123
25-02-2023 10:30,25-02-2023 10:45,NA,9.6,63.9,41.8,0.82,98.6,14.6,23.7,NA,123
25-02-2023 10:45,25-02-2023 11:00,NA,11.5,65.2,44.1,0.79,NA,14,19,NA,74
25-02-2023 11:00,25-02-2023 11:15,NA,13.5,66.2,46.2,0.76,NA,14.6,30.6,NA,74
25-02-2023 11:15,25-02-2023 11:30,NA,12.4,65.3,44.8,0.7,NA,13.7,36.7,NA,74
25-02-2023 11:30,25-02-2023 11:45,NA,9.1,64.4,41.6,0.6,139.5,12.9,34.7,NA,74
25-02-2023 11:45,25-02-2023 12:00,NA,NA,NA,NA,0.49,157.6,NA,30.4,NA,44
25-02-2023 12:00,25-02-2023 12:15,NA,NA,NA,NA,0.44,196.1,NA,26.1,NA,44
25-02-2023 12:15,25-02-2023 12:30,NA,NA,NA,NA,0.42,194,16,27.1,NA,44
25-02-2023 12:30,25-02-2023 12:45,NA,11.5,65.6,44.2,0.44,138.9,11.9,37.8,NA,44
25-02-2023 12:45,25-02-2023 13:00,NA,9.4,65.4,42.4,0.54,131.2,10.9,36.4,NA,40
25-02-2023 13:00,25-02-2023 13:15,NA,8.3,66.9,42.3,0.69,178.2,10.3,26.9,NA,40
25-02-2023 13:15,25-02-2023 13:30,NA,8.1,69.4,43.5,0.7,174.5,10.3,32.1,NA,40
25-02-2023 13:30,25-02-2023 13:45,NA,7.3,69.5,42.9,0.82,158.2,10.7,35.4,NA,40
25-02-2023 13:45,25-02-2023 14:00,NA,6.3,68.9,41.8,0.79,130.8,10.9,38.4,NA,47
