From,To (Interval: 15M),PM10 (µg/m3),NO (µg/m3),NO2 (µg/m3),NOX (ppb),CO (mg/m3),SO2 (µg/m3),NH3 (µg/m3),Ozone (µg/m3),Benzene (µg/m3),PM2.5 (µg/m3)
20-02-2023 10:45,20-02-2023 11:00,199,4.1,26.9,17.6,0.24,NA,17.3,90.2,0.2,104
20-02-2023 11:00,20-02-2023 11:15,199,3.2,25.8,16.3,0.23,NA,16.9,89.5,0.1,104
20-02-2023 11:15,20-02-2023 11:30,199,3.7,24.9,16.2,0.22,NA,16.3,88.2,0.1,104
20-02-2023 11:30,20-02-2023 11:45,199,4.1,25.8,17,0.19,37.7,15.5,89.8,0.1,104
20-02-2023 11:45,20-02-2023 12:00,149,NA,NA,NA,0.18,38,NA,90.3,0.1,77
20-02-2023 12:00,20-02-2023 12:15,149,NA,NA,NA,0.16,41.1,NA,84.7,0.1,77
20-02-2023 12:15,20-02-2023 12:30,149,NA,NA,NA,NA,47.7,15.7,74.9,0.1,77
20-02-2023 12:30,20-02-2023 12:45,149,4.6,28.8,19.1,NA,37.7,13,75.2,0.1,77
20-02-2023 12:45,20-02-2023 13:00,129,4,28.3,18.3,NA,25.8,12.9,73.9,0.1,44
20-02-2023 13:00,20-02-2023 13:15,129,3.6,27.7,17.6,NA,23.8,12.3,73.9,0.1,44
20-02-2023 13:15,20-02-2023 13:30,129,3.5,27.6,17.5,NA,23.1,11.8,75.7,0.1,44
20-02-2023 13:30,20-02-2023 13:45,129,3.1,26.9,16.8,NA,23.6,11.8,74.1,0.1,44
20-02-2023 13:45,20-02-2023 14:00,123,3.2,26.5,16.7,NA,25.6,12.3,74.1,0.1,30
20-02-2023 14:00,20-02-2023 14:15,123,3,27.4,17,NA,25,12.3,74.4,0.1,30
20-02-2023 14:15,20-02-2023 14:30,123,2.7,28.7,17.4,NA,25,12.1,75.8,0.1,30
20-02-2023 14:30,20-02-2023 14:45,123,3.1,29.7,18.3,NA,22.8,11.8,76.5,0.1,30
20-02-2023 14:45,20-02-2023 15:00,99,3.6,28.8,18.3,NA,23,12.2,77.7,0.1,35
20-02-2023 15:00,20-02-2023 15:15,99,3.7,28.3,18.1,NA,22.8,12.4,77.2,0.1,35
20-02-2023 15:15,20-02-2023 15:30,99,3.5,28,17.7,0.11,27,12.5,81.8,0.1,35
20-02-2023 15:30,20-02-2023 15:45,99,3.3,27.6,17.3,0.15,27,13.1,81.8,0.1,35
20-02-2023 15:45,20-02-2023 16:00,99,3.3,26.7,16.9,0.17,25.9,13.3,79.7,0.1,33
20-02-2023 16:00,20-02-2023 16:15,99,2.9,27.5,16.9,0.19,25,13.6,77.9,0.1,33
20-02-2023 16:15,20-02-2023 16:30,99,2.9,27.2,16.8,0.19,27.7,13,77.1,0.1,33
20-02-2023 16:30,20-02-2023 16:45,99,3.1,26,16.4,0.19,26.9,11.7,72.5,0.1,33
20-02-2023 16:45,20-02-2023 17:00,84,3.2,26.2,16.6,0.21,28.8,11.2,70.5,0.1,37
20-02-2023 17:00,20-02-2023 17:15,84,3.5,27.7,17.6,0.23,28.2,10.9,66.9,0.1,37
20-02-2023 17:15,20-02-2023 17:30,84,3.7,29.8,18.9,0.25,26.7,11.1,63.1,0.1,37
20-02-2023 17:30,20-02-2023 17:45,84,3.8,31.2,19.7,0.27,26.6,11.7,60.4,0.1,37
20-02-2023 17:45,20-02-2023 18:00,99,2.7,33.8,20.2,0.29,27.7,12.4,54.1,0.1,52
20-02-2023 18:00,20-02-2023 18:15,99,2,36.3,20.9,0.35,30.9,12.4,41.7,0.1,52
20-02-2023 18:15,20-02-2023 18:30,99,3,40.5,23.9,0.66,30.6,12.2,20.4,0.1,52
20-02-2023 18:30,20-02-2023 18:45,99,4.1,47.4,28.6,0.95,37.8,12.7,6.9,0.1,52
20-02-2023 18:45,20-02-2023 19:00,136,5.4,56,34.3,1.33,45.1,13.4,0.2,0.2,175
20-02-2023 19:00,20-02-2023 19:15,136,12.7,64.5,44.8,2.03,49.9,16.8,NA,0.2,175
20-02-2023 19:15,20-02-2023 19:30,136,33.3,68.2,63.1,2.5,51.3,17,NA,0.3,175
20-02-2023 19:30,20-02-2023 19:45,136,49.9,70.4,78,2.86,49.7,16.3,NA,0.4,175
20-02-2023 19:45,20-02-2023 20:00,436,70.2,69,93.8,3.15,52.9,18.5,NA,0.5,474
20-02-2023 20:00,20-02-2023 20:15,436,78.8,72.9,102.8,2.1,49.4,22.2,NA,0.5,474
20-02-2023 20:15,20-02-2023 20:30,436,68.4,78.4,97.2,1.02,39.9,20.2,NA,0.6,474
20-02-2023 20:30,20-02-2023 20:45,436,59.2,72.5,86.8,1.28,36.1,14.8,NA,0.5,474
20-02-2023 20:45,20-02-2023 21:00,793,54.1,68.2,80.2,1.94,35,14.2,NA,0.5,209
20-02-2023 21:00,20-02-2023 21:15,793,54.9,67.4,80.5,1.99,37.1,15,NA,0.4,209
20-02-2023 21:15,20-02-2023 21:30,793,56.5,67,81.5,1.29,33.6,15.4,NA,0.4,209
20-02-2023 21:30,20-02-2023 21:45,793,50.3,65,75.5,1.16,30.3,15.6,NA,0.4,209
20-02-2023 21:45,20-02-2023 22:00,512,42.8,65.4,69.6,1.65,31.8,12.6,NA,0.4,166
20-02-2023 22:00,20-02-2023 22:15,512,42.6,64.5,69,1.51,32.2,13.7,NA,0.4,166
20-02-2023 22:15,20-02-2023 22:30,512,46.9,64.8,72.6,1.34,35.8,14.3,NA,0.4,166
20-02-2023 22:30,20-02-2023 22:45,512,53.8,64.2,77.9,1.24,36.4,14.7,NA,0.4,166
20-02-2023 22:45,20-02-2023 23:00,367,57.7,63.2,80.5,1.56,34.6,14.7,NA,0.4,184
20-02-2023 23:00,20-02-2023 23:15,367,61.2,62.7,83.1,1.77,32.8,14.6,NA,0.3,184
20-02-2023 23:15,20-02-2023 23:30,367,66.3,61.7,86.7,1.5,30.9,15,NA,0.3,184
20-02-2023 23:30,20-02-2023 23:45,367,69.5,59.8,88.3,1.23,31.6,15.2,NA,0.3,184
20-02-2023 23:45,21-02-2023 00:00,367,67.4,60,86.7,NA,NA,15.3,NA,0.3,158
21-02-2023 00:00,21-02-2023 00:15,367,65.1,60.4,85,1.63,26.7,15,NA,0.3,158
21-02-2023 00:15,21-02-2023 00:30,367,67.7,59.2,86.5,1.63,23.2,13.9,NA,0.3,158
21-02-2023 00:30,21-02-2023 00:45,367,71.1,58.1,88.7,1.39,26.2,13.4,NA,0.3,158
21-02-2023 00:45,21-02-2023 01:00,304,71.4,58.9,89.4,1.37,27,12.6,NA,0.3,141
21-02-2023 01:00,21-02-2023 01:15,304,72.3,58.1,89.7,1.25,25,12.5,NA,0.3,141
21-02-2023 01:15,21-02-2023 01:30,304,71.9,57.5,89.1,1.19,23.9,12.7,NA,0.3,141
21-02-2023 01:30,21-02-2023 01:45,304,69.7,58.2,87.7,1.16,26.1,12.7,NA,0.3,141
21-02-2023 01:45,21-02-2023 02:00,NA,66.7,57.1,84.6,1.19,26.1,13,NA,0.2,117
21-02-2023 02:00,21-02-2023 02:15,NA,60,56.4,78.7,1.24,25.7,13,NA,0.2,117
21-02-2023 02:15,21-02-2023 02:30,NA,52.9,55.3,72.4,1.41,23.7,12.9,NA,0.2,117
21-02-2023 02:30,21-02-2023 02:45,NA,50.3,54.4,69.8,1.49,22.3,12.8,NA,0.2,117
21-02-2023 02:45,21-02-2023 03:00,276,53.1,51.2,70.4,1.32,20.7,13.2,NA,0.2,122
21-02-2023 03:00,21-02-2023 03:15,276,60.3,51.7,76.5,1.36,20.8,13,NA,0.3,122
21-02-2023 03:15,21-02-2023 03:30,276,72,53.6,87,1.29,21.6,12.8,NA,0.3,122
21-02-2023 03:30,21-02-2023 03:45,276,91,54.6,103.1,1.25,21.4,12.3,NA,0.3,122
21-02-2023 03:45,21-02-2023 04:00,276,101.4,59.7,114.2,1.17,21.8,10.1,NA,0.3,121
21-02-2023 04:00,21-02-2023 04:15,335,102.6,59.6,115.1,1.24,22.4,11.2,NA,0.3,121
21-02-2023 04:15,21-02-2023 04:30,335,98.6,57.5,110.7,1.21,20.7,12.5,NA,0.2,121
21-02-2023 04:30,21-02-2023 04:45,335,91.6,55.9,104.2,1.25,20.5,13.2,NA,0.2,121
21-02-2023 04:45,21-02-2023 05:00,335,83.2,56.3,97.5,1.26,19,13.3,NA,0.2,103
21-02-2023 05:00,21-02-2023 05:15,259,76.1,56.2,91.7,1.56,19.5,13.2,NA,0.3,103
21-02-2023 05:15,21-02-2023 05:30,259,75.4,54.7,90.5,1.5,24.2,13,NA,0.3,103
21-02-2023 05:30,21-02-2023 05:45,259,77.6,53.6,91.7,1.37,23.2,12.9,NA,0.3,103
21-02-2023 05:45,21-02-2023 06:00,259,80,52.3,92.8,1.26,21.1,13.2,NA,0.3,164
21-02-2023 06:00,21-02-2023 06:15,221,77.9,49.6,89.7,1.32,21.2,13.2,NA,0.3,164
21-02-2023 06:15,21-02-2023 06:30,221,75.5,49.2,87.6,1.32,21.4,12.6,NA,0.3,164
21-02-2023 06:30,21-02-2023 06:45,221,76.1,49.2,88,1.32,21.2,12.7,NA,0.3,164
21-02-2023 06:45,21-02-2023 07:00,221,76.3,49.6,88.4,1.47,20.4,13.1,NA,0.3,121
21-02-2023 07:00,21-02-2023 07:15,221,77.9,52.2,91.1,2.52,26.5,14,NA,0.3,121
21-02-2023 07:15,21-02-2023 07:30,221,85.6,55.9,99.4,2.75,28.9,15.4,NA,0.3,121
21-02-2023 07:30,21-02-2023 07:45,221,93.2,57.5,106.3,2.31,31.2,18.9,NA,0.4,121
21-02-2023 07:45,21-02-2023 08:00,221,81,67.6,101.8,1.02,26.5,19,0.9,0.6,427
21-02-2023 08:00,21-02-2023 08:15,238,44.9,62.8,70.1,0.69,21.9,16.2,10.9,0.6,427
21-02-2023 08:15,21-02-2023 08:30,238,20.1,60.7,48.7,0.61,22.2,11.8,25.1,0.5,427
21-02-2023 08:30,21-02-2023 08:45,238,8.7,51.2,34.4,0.62,23.1,13.6,33.6,0.4,427
21-02-2023 08:45,21-02-2023 09:00,238,5,43.7,27.3,0.62,23.1,13.6,NA,0.3,69
21-02-2023 09:00,21-02-2023 09:15,487,5.2,37,23.9,0.61,24.6,14.1,NA,0.2,69
21-02-2023 09:15,21-02-2023 09:30,487,4,33.6,21.1,0.62,24,13.7,50.8,0.2,69
21-02-2023 09:30,21-02-2023 09:45,487,3.7,31.8,19.9,0.63,22.5,13,53.5,0.2,69
21-02-2023 09:45,21-02-2023 10:00,487,3.5,30.8,19.2,NA,19.9,14.3,58.6,0.2,64
21-02-2023 10:00,21-02-2023 10:15,101,4.3,29.6,19.2,NA,19.7,14.5,64.2,0.1,64
21-02-2023 10:15,21-02-2023 10:30,101,4.1,28.3,18.4,1.37,20.3,14.5,68.9,0.1,64
21-02-2023 10:30,21-02-2023 10:45,101,4,27.9,18.1,0.61,19.3,14.1,69.3,0.1,64
21-02-2023 10:45,21-02-2023 11:00,101,3.8,26.8,17.4,0.57,NA,13.9,73.1,0.1,46
21-02-2023 11:00,21-02-2023 11:15,110,3.8,26,16.9,0.56,NA,13.5,76.1,0.1,46
21-02-2023 11:15,21-02-2023 11:30,110,3.8,25.9,16.9,0.54,NA,13.2,79.7,0.1,46
21-02-2023 11:30,21-02-2023 11:45,110,3.3,26.3,16.7,0.54,19.1,12.3,80.8,0.1,46
21-02-2023 11:45,21-02-2023 12:00,110,NA,NA,NA,0.54,18.9,NA,81.1,0.1,37
21-02-2023 12:00,21-02-2023 12:15,89,NA,NA,NA,0.49,20.3,NA,81.8,0.1,37
21-02-2023 12:15,21-02-2023 12:30,89,NA,NA,NA,0.49,16.8,13.5,82.2,0.1,37
21-02-2023 12:30,21-02-2023 12:45,89,3.9,23.9,15.9,0.55,17.4,11,81.7,0.1,37
21-02-2023 12:45,21-02-2023 13:00,89,3.6,24.2,15.8,0.63,17.9,11,80.4,0.1,31
21-02-2023 13:00,21-02-2023 13:15,79,3.9,23.7,15.8,0.63,18.2,10.7,78.6,0.1,31
21-02-2023 13:15,21-02-2023 13:30,79,3.8,24.1,15.9,0.58,17.9,10.3,77.3,0.1,31
21-02-2023 13:30,21-02-2023 13:45,79,4.1,23,15.6,0.57,20.2,10.9,74.1,0.1,31
21-02-2023 13:45,21-02-2023 14:00,79,4.2,23.6,16,0.55,16.7,10.7,72.5,0.1,21
21-02-2023 14:00,21-02-2023 14:15,72,4.3,23.4,15.9,0.57,16.2,10.8,73.2,0.1,21
21-02-2023 14:15,21-02-2023 14:30,72,4.2,23.9,16.1,0.55,17,10.9,71.6,0.1,21
21-02-2023 14:30,21-02-2023 14:45,72,4.3,24.6,16.6,0.53,15.7,11,70.2,0.1,21
21-02-2023 14:45,21-02-2023 15:00,72,4,25.8,17,0.54,15.1,10.9,70.7,0.1,17
21-02-2023 15:00,21-02-2023 15:15,46,4.2,25.9,17.2,0.54,14.4,10.9,70.8,0.1,17
21-02-2023 15:15,21-02-2023 15:30,46,4.2,25.9,17.2,0.52,15.9,10.9,71.1,0.1,17
21-02-2023 15:30,21-02-2023 15:45,46,3.1,25.5,16.1,0.5,17.3,10.7,73.4,0.1,17
21-02-2023 15:45,21-02-2023 16:00,46,3.2,25,15.9,0.49,19.2,10.8,76.8,0.1,19
21-02-2023 16:00,21-02-2023 16:15,69,3.8,24.3,16,0.54,18.8,10.7,76.2,0.1,19
21-02-2023 16:15,21-02-2023 16:30,69,4.1,24.3,16.3,0.54,18.2,10.7,74.3,0.1,19
21-02-2023 16:30,21-02-2023 16:45,69,3.1,24.9,15.7,0.56,15.1,11.7,71.9,0.1,19
21-02-2023 16:45,21-02-2023 17:00,69,3.2,23.9,15.3,0.56,14.5,11,69.2,0.1,13
21-02-2023 17:00,21-02-2023 17:15,55,2.6,23.8,14.8,0.57,15.8,9.9,67,0.1,13
21-02-2023 17:15,21-02-2023 17:30,55,3.3,24.7,15.8,0.57,22.8,10,57.2,0.1,13
21-02-2023 17:30,21-02-2023 17:45,55,3.8,28.4,18.2,0.74,26.5,10.2,48.7,0.1,13
21-02-2023 17:45,21-02-2023 18:00,55,3.8,34.3,21.3,0.9,27.1,10,36.3,0.1,42
21-02-2023 18:00,21-02-2023 18:15,55,4.4,38.6,24.1,0.95,25.5,10,28.6,0.1,42
21-02-2023 18:15,21-02-2023 18:30,55,4.6,43.6,26.9,1.01,24.9,10.7,17.2,0.1,42
21-02-2023 18:30,21-02-2023 18:45,55,4.1,49.5,29.7,1.05,23.4,11.1,13.4,0.1,42
21-02-2023 18:45,21-02-2023 19:00,55,4.7,55,33,0.94,20.2,11.1,6.4,0.1,80
21-02-2023 19:00,21-02-2023 19:15,223,8.3,60.8,39,1.16,20.2,10.8,NA,0.1,80
21-02-2023 19:15,21-02-2023 19:30,223,21.2,70.7,54.8,1.17,19.8,6.9,NA,0.1,80
21-02-2023 19:30,21-02-2023 19:45,223,28.4,72,61.4,1.44,19.9,8.4,NA,0.2,80
21-02-2023 19:45,21-02-2023 20:00,223,34,74.4,67.3,1.27,20.9,9.8,NA,0.2,116
21-02-2023 20:00,21-02-2023 20:15,406,37.4,74.7,70.1,1.21,21.5,10.2,NA,0.2,116
21-02-2023 20:15,21-02-2023 20:30,406,38.2,75,70.9,1.44,23,10.7,NA,0.2,116
21-02-2023 20:30,21-02-2023 20:45,406,40.1,74.7,72.3,1.28,21.7,11.2,NA,0.2,116
21-02-2023 20:45,21-02-2023 21:00,406,39.8,75,72.3,1.32,20.6,11.1,NA,0.2,98
21-02-2023 21:00,21-02-2023 21:15,406,40.7,74.7,72.8,1.43,21.6,11.4,NA,0.2,98
21-02-2023 21:15,21-02-2023 21:30,406,41.5,72.5,72.3,1.9,22.7,11.7,NA,0.2,98
21-02-2023 21:30,21-02-2023 21:45,406,41.3,69.8,70.7,1.91,22.9,13.2,NA,0.2,98
21-02-2023 21:45,21-02-2023 22:00,406,40.7,68.1,69.3,2.06,24.5,13.7,NA,0.2,142
21-02-2023 22:00,21-02-2023 22:15,356,39.7,68.2,68.6,2,24.2,13.5,NA,0.3,142
21-02-2023 22:15,21-02-2023 22:30,356,40.7,66.8,68.6,1.69,22.2,13.5,NA,0.3,142
21-02-2023 22:30,21-02-2023 22:45,356,39.3,65.4,66.8,1.43,21.1,13.1,0.5,0.3,142
21-02-2023 22:45,21-02-2023 23:00,356,33.3,62.7,60.4,1.43,19.2,13.3,3.1,0.3,107
21-02-2023 23:00,21-02-2023 23:15,202,25.7,62.2,54,1.52,20.2,13.2,0.2,0.2,107
21-02-2023 23:15,21-02-2023 23:30,202,20.7,60,48.8,1.56,18.9,13.4,NA,0.2,107
21-02-2023 23:30,21-02-2023 23:45,202,18.6,58,46,1.82,19.1,13.4,NA,0.2,107
21-02-2023 23:45,22-02-2023 00:00,202,20.7,57,47.1,NA,NA,13.8,NA,0.2,106
22-02-2023 00:00,22-02-2023 00:15,202,25.7,56.1,50.8,1.59,24.4,14.1,NA,0.2,106
22-02-2023 00:15,22-02-2023 00:30,202,30.6,55.4,54.4,1.6,28.6,14,NA,0.2,106
22-02-2023 00:30,22-02-2023 00:45,202,36.4,55.2,59,1.65,30.7,14.3,NA,0.2,106
22-02-2023 00:45,22-02-2023 01:00,NA,44.1,56.4,65.9,1.49,33.6,12.8,NA,0.2,118
22-02-2023 01:00,22-02-2023 01:15,NA,51.2,55.4,71.1,1.31,35.8,12.7,NA,0.2,118
22-02-2023 01:15,22-02-2023 01:30,NA,54.4,56,74,1.28,34,12.4,NA,0.2,118
22-02-2023 01:30,22-02-2023 01:45,NA,56.2,56.7,75.8,1.36,32.9,12.2,NA,0.2,118
22-02-2023 01:45,22-02-2023 02:00,NA,56.6,54.3,74.9,1.32,30.5,12.5,NA,0.2,106
22-02-2023 02:00,22-02-2023 02:15,NA,54.3,53,72.4,1.25,29,12.3,NA,0.2,106
22-02-2023 02:15,22-02-2023 02:30,NA,46.3,50.1,64.3,1.23,29.2,12.7,NA,0.2,106
22-02-2023 02:30,22-02-2023 02:45,NA,32,50.9,53.2,1.06,28.7,14.2,0.5,0.2,106
22-02-2023 02:45,22-02-2023 03:00,228,22.1,43.9,41.3,0.85,27.2,16.4,5.4,0.2,93
22-02-2023 03:00,22-02-2023 03:15,228,13.4,46.6,35.7,0.78,26,14.9,8.7,0.2,93
22-02-2023 03:15,22-02-2023 03:30,228,9.4,45.2,31.6,0.77,27,13.1,8.9,0.2,93
22-02-2023 03:30,22-02-2023 03:45,228,7.6,41.7,28.4,0.7,27.8,12.5,11.4,0.2,93
22-02-2023 03:45,22-02-2023 04:00,228,6.9,38.1,25.9,0.56,25.7,12.5,16.7,0.2,49
22-02-2023 04:00,22-02-2023 04:15,175,6.2,36,24.2,0.61,26.2,12,15.4,0.2,49
22-02-2023 04:15,22-02-2023 04:30,175,5.7,34.8,23.1,0.63,27.7,11.8,14.6,0.2,49
22-02-2023 04:30,22-02-2023 04:45,175,5.5,33.1,22.1,0.65,26.1,11.7,11.5,0.1,49
22-02-2023 04:45,22-02-2023 05:00,175,5,32.3,21.3,0.72,25.8,11.9,7.8,0.1,49
22-02-2023 05:00,22-02-2023 05:15,92,4.3,32.9,21,0.69,24.9,11.9,8.3,0.1,49
22-02-2023 05:15,22-02-2023 05:30,92,4.6,33.4,21.5,0.62,25.3,12.4,10.7,0.2,49
22-02-2023 05:30,22-02-2023 05:45,92,5.2,34.5,22.6,0.63,24.4,12.2,10.4,0.1,49
22-02-2023 05:45,22-02-2023 06:00,92,5.2,35.6,23.2,0.89,24.8,12.2,2,0.1,55
22-02-2023 06:00,22-02-2023 06:15,90,7.1,37.4,25.7,1,24.3,12.2,NA,0.1,55
22-02-2023 06:15,22-02-2023 06:30,90,11.2,39.7,30.2,1.02,25.3,12.7,NA,0.2,55
22-02-2023 06:30,22-02-2023 06:45,90,16.1,42.6,35.7,1.48,26.5,12.9,NA,0.2,55
22-02-2023 06:45,22-02-2023 07:00,NA,31.2,35.9,44.4,1.2,28.3,13.1,NA,0.2,141
22-02-2023 07:00,22-02-2023 07:15,117,39.3,38.8,52.6,1.2,28.3,14.5,0.3,0.2,141
22-02-2023 07:15,22-02-2023 07:30,117,38.7,45.2,55.5,0.87,27.1,14.4,0.9,0.3,141
22-02-2023 07:30,22-02-2023 07:45,117,33.6,46.3,52,0.76,27.3,13.9,5,0.3,141
22-02-2023 07:45,22-02-2023 08:00,117,20.4,52.9,44.7,0.66,27.4,13.7,11.2,0.3,130
22-02-2023 08:00,22-02-2023 08:15,268,12.8,52.4,38.3,0.65,28.5,13.9,16,0.2,130
22-02-2023 08:15,22-02-2023 08:30,268,9.4,47.9,33.2,0.65,28.8,14.2,20.3,0.2,130
22-02-2023 08:30,22-02-2023 08:45,268,7.1,47,30.8,0.69,28.9,14.1,25.1,0.2,130
22-02-2023 08:45,22-02-2023 09:00,268,5.3,44.9,28.2,0.73,29.4,14.1,NA,0.2,115
22-02-2023 09:00,22-02-2023 09:15,197,4.3,42.9,26.4,0.64,28.9,14.9,NA,0.2,115
22-02-2023 09:15,22-02-2023 09:30,197,4.6,40.3,25.1,0.61,27.8,14.5,47.9,0.2,115
22-02-2023 09:30,22-02-2023 09:45,197,4.2,38.3,23.7,0.46,26.1,13.3,53.2,0.2,115
22-02-2023 09:45,22-02-2023 10:00,197,3.9,35.5,22.1,NA,25.8,12.4,58.3,0.2,67
22-02-2023 10:00,22-02-2023 10:15,NA,3.8,31.8,20,NA,28.2,12.3,62,0.2,67
22-02-2023 10:15,22-02-2023 10:30,173,3.4,29.2,18.4,1.04,31.8,11.7,63.5,0.1,67
22-02-2023 10:30,22-02-2023 10:45,173,3,28.7,17.7,0.29,33,11.4,62.6,0.1,67
22-02-2023 10:45,22-02-2023 11:00,173,3.1,28.7,17.8,0.26,NA,11.7,57.8,0.1,29
22-02-2023 11:00,22-02-2023 11:15,173,3.7,30.1,19.1,0.23,NA,11.6,51.9,0.1,29
22-02-2023 11:15,22-02-2023 11:30,129,3.4,31.8,19.7,0.21,NA,11.9,52,0.1,29
22-02-2023 11:30,22-02-2023 11:45,129,3.5,33.7,20.8,0.19,75.4,11.2,56.4,0.1,29
22-02-2023 11:45,22-02-2023 12:00,129,NA,NA,NA,0.17,61.3,NA,58.6,0.1,33
22-02-2023 12:00,22-02-2023 12:15,129,NA,NA,NA,0.15,44.5,NA,60.9,0.1,33
22-02-2023 12:15,22-02-2023 12:30,141,NA,NA,NA,0.1,38.8,12.9,63.9,0.1,33
22-02-2023 12:30,22-02-2023 12:45,141,4.5,28.3,18.7,NA,36.3,9.8,64.1,0.1,33
22-02-2023 12:45,22-02-2023 13:00,141,4.2,28,18.3,NA,41.1,10.7,65.6,0.1,27
22-02-2023 13:00,22-02-2023 13:15,141,3.8,28.4,18.2,NA,42.2,10.2,65.4,0.1,27
22-02-2023 13:15,22-02-2023 13:30,117,3.7,28.4,18.1,NA,38.9,10.6,65,0.1,27
22-02-2023 13:30,22-02-2023 13:45,117,3.5,28.2,17.9,NA,36.6,10.5,66.7,0.1,27
22-02-2023 13:45,22-02-2023 14:00,117,3.2,27.4,17.2,NA,32.5,10.5,67.7,0.1,20
22-02-2023 14:00,22-02-2023 14:15,117,3.7,26.9,17.3,NA,30.4,10.6,67.5,0.1,20
22-02-2023 14:15,22-02-2023 14:30,94,3.7,27.3,17.5,NA,30.8,10.8,66.1,0.1,20
22-02-2023 14:30,22-02-2023 14:45,94,3.5,27.7,17.6,NA,31.3,11.3,66,0.1,20
22-02-2023 14:45,22-02-2023 15:00,94,3.9,28.5,18.3,NA,31.1,11.4,69,0.1,34
22-02-2023 15:00,22-02-2023 15:15,94,3.8,28.9,18.4,NA,27.5,11.4,68.8,0.1,34
22-02-2023 15:15,22-02-2023 15:30,94,3.9,29,18.6,NA,27.2,11.5,70.4,0.1,34
22-02-2023 15:30,22-02-2023 15:45,94,3.8,29,18.5,NA,29.3,11.6,69.7,0.1,34
22-02-2023 15:45,22-02-2023 16:00,94,3.1,29.6,18.3,0.1,30,11.6,68.4,0.1,33
22-02-2023 16:00,22-02-2023 16:15,94,3.1,30.7,18.9,0.15,28.1,11.8,68.1,0.1,33
22-02-2023 16:15,22-02-2023 16:30,94,3.5,31.8,19.8,0.14,30.4,11.9,68.1,0.1,33
22-02-2023 16:30,22-02-2023 16:45,177,3.3,30.9,19.1,NA,30.8,12.1,68.4,0.1,33
22-02-2023 16:45,22-02-2023 17:00,177,3.3,30,18.7,0.11,31.9,11.5,63.6,0.1,41
22-02-2023 17:00,22-02-2023 17:15,177,3.7,30.1,19,0.13,43.2,10.1,57.8,0.1,41
22-02-2023 17:15,22-02-2023 17:30,177,4.1,32.1,20.4,0.21,49.3,9.5,53.6,0.1,41
22-02-2023 17:30,22-02-2023 17:45,251,3.9,34.6,21.6,0.23,45,9.8,54.9,0.1,41
22-02-2023 17:45,22-02-2023 18:00,251,4.1,35,21.9,0.26,42.9,9.9,55.9,0.1,53
22-02-2023 18:00,22-02-2023 18:15,251,3.4,36,21.9,0.26,37.2,9.8,54.4,0.1,53
22-02-2023 18:15,22-02-2023 18:30,251,3.5,37.3,22.7,0.31,34,10.1,38.4,0.1,53
22-02-2023 18:30,22-02-2023 18:45,251,3.4,40.7,24.4,0.38,31.5,10.6,32,0.1,53
22-02-2023 18:45,22-02-2023 19:00,234,4,44.3,26.8,0.39,30.7,10.5,38.9,0.1,61
22-02-2023 19:00,22-02-2023 19:15,234,5.2,45.6,28.5,0.32,30.2,10.6,49.1,0.1,61
22-02-2023 19:15,22-02-2023 19:30,234,4.2,44.6,27.2,0.3,28.5,10.4,55.9,0.1,61
22-02-2023 19:30,22-02-2023 19:45,234,3.6,42.2,25.3,0.34,29.6,10.3,54,0.1,61
22-02-2023 19:45,22-02-2023 20:00,234,3.5,41.3,24.8,0.27,26.7,10.3,51.4,0.1,32
22-02-2023 20:00,22-02-2023 20:15,234,3.7,41.2,24.9,0.31,26.5,10.6,44.1,0.1,32
22-02-2023 20:15,22-02-2023 20:30,234,3.7,44.4,26.6,0.45,25.5,10.6,9.8,0.1,32
22-02-2023 20:30,22-02-2023 20:45,234,5.5,54.7,33.5,0.49,26.2,10.2,2.3,0.1,32
22-02-2023 20:45,22-02-2023 21:00,234,11.8,65.6,44.5,0.52,26.9,8.6,1.4,0.1,54
22-02-2023 21:00,22-02-2023 21:15,234,20.3,63.1,50.1,0.72,27.1,9.4,1.7,0.1,54
22-02-2023 21:15,22-02-2023 21:30,260,21.8,64.5,52,0.94,28.8,10.7,2.8,0.1,54
22-02-2023 21:30,22-02-2023 21:45,260,19.3,63.5,49.4,0.95,27.8,11.8,8.2,0.1,54
22-02-2023 21:45,22-02-2023 22:00,260,11.6,63,42.9,1.01,26.5,12.5,10.8,0.2,80
22-02-2023 22:00,22-02-2023 22:15,260,10.7,58.4,39.8,1.42,28.6,13.4,3.2,0.2,80
22-02-2023 22:15,22-02-2023 22:30,260,14.1,55.8,41.1,1.43,30.8,13.4,2.1,0.2,80
22-02-2023 22:30,22-02-2023 22:45,260,23.1,52.5,46.7,1.48,31,13.4,1.5,0.2,80
22-02-2023 22:45,22-02-2023 23:00,260,31.4,54.7,54.6,1.23,31,13,1.6,0.2,109
22-02-2023 23:00,22-02-2023 23:15,260,32.2,58.3,57.2,1.19,31.2,12.8,1.3,0.2,109
22-02-2023 23:15,22-02-2023 23:30,260,29.1,59.4,55.2,0.98,30.8,13.3,1.6,0.2,109
22-02-2023 23:30,22-02-2023 23:45,260,24.4,58.1,50.7,0.97,27.9,13.4,2.5,0.2,109
22-02-2023 23:45,23-02-2023 00:00,483,20.6,56.7,46.9,NA,NA,13.1,3,0.2,84
23-02-2023 00:00,23-02-2023 00:15,483,17.7,54.2,43.3,1.32,23.8,13.1,3.3,0.2,84
